,id,content,content_clean,sentiment,subjectivity,polarity,analysis
717,UgzKStjyQq4vD23uv794AaABAg.9TdgzI5E6QK9Ttiq_M_46N,I noticed that too. :DDD,I noticed that too DDD,2,0.0,0.0,Neutral
718,UgwFI5p6SlqOk4y62CF4AaABAg,Something new and refreshing.,Something new and refreshing,5,0.7272727272727273,0.3181818181818182,Positive
719,UgxcWEbae-o83mWJMH94AaABAg,"hammond doesn't have to stand at the back anymore to ""fuel'"" this car",hammond doesnt have to stand at the back anymore to fuel this car,1,0.0,0.0,Neutral
720,UgzXflQhtUQ3YR6gfVt4AaABAg,"Somehow the front reminds me of a f430. Its different, but has the same bonet shape. Even the lights are a bit the same.",Somehow the front reminds me of a f430 Its different but has the same bonet shape Even the lights are a bit the same,3,0.2833333333333333,0.0,Neutral
721,Ugyk_817V7NpkUp7wLx4AaABAg,These hyper EV’s do nothing for me! Maybe it would be different if I saw it in real life and drove it! I have no aspiration to own one of these and I don’t think I’m the only one!,These hyper EV’s do nothing for me Maybe it would be different if I saw it in real life and drove it I have no aspiration to own one of these and I don’t think I’m the only one,1,0.725,0.2,Positive
722,UgySs7q3Ig7xNQZgWvd4AaABAg,"That frequency shit is real. 432Hz. Belief that it is the ""correct"" pitch is real anyway.",That frequency shit is real 432Hz Belief that it is the correct pitch is real anyway,1,0.46666666666666673,0.06666666666666667,Positive
723,UgyvQnLMGYkp0jKLCS54AaABAg,It’s not Top Gear without Jeremy Clarkson..,It’s not Top Gear without Jeremy Clarkson,1,0.5,-0.25,Negative
724,UgxsQpaLw_NiuWsanip4AaABAg,Nice car,Nice car,4,1.0,0.6,Positive
725,UgxOolFgiEhUkLZ3RyF4AaABAg,"I drive electric, i care!


Drys his track with diesel compressor.","I drive electric i care


Drys his track with diesel compressor",5,0.0,0.0,Neutral
726,Ugy6XaBbN82QNgok2LZ4AaABAg,"Lotus Evija
Rimac Nevera
Pininfarina Battista

The three of the most beautiful Electric hypercars and stunning work of art🙌🙌🙌","Lotus Evija
Rimac Nevera
Pininfarina Battista

The three of the most beautiful Electric hypercars and stunning work of art🙌🙌🙌",5,0.8333333333333334,0.6166666666666667,Positive
727,Ugy6XaBbN82QNgok2LZ4AaABAg.9TEzPe2mH9S9TNs3ukwP1m,@EVIJA yeah I forgot about those two😅, yeah I forgot about those two😅,1,0.0,0.0,Neutral
728,Ugy6XaBbN82QNgok2LZ4AaABAg.9TEzPe2mH9S9TGeVrQ7mwH,"@V6TT we get it, your a fan of the car and hate that’s it’s being compared to the Nevera. Good for you. Stop trolling.", we get it your a fan of the car and hate that’s it’s being compared to the Nevera Good for you Stop trolling,1,0.75,-0.050000000000000044,Negative
729,Ugy6XaBbN82QNgok2LZ4AaABAg.9TEzPe2mH9S9TFS0Xswu7R,"The Battista is beautiful, but I'll take the Nevera, please.  Can't go wrong with the original!",The Battista is beautiful but Ill take the Nevera please  Cant go wrong with the original,3,0.9125,0.056249999999999994,Positive
730,Ugy6XaBbN82QNgok2LZ4AaABAg.9TEzPe2mH9S9TF7SFpKeY1,Need a proper drag race 😜,Need a proper drag race 😜,4,0.08541666666666667,-0.05,Negative
731,Ugy6XaBbN82QNgok2LZ4AaABAg.9TEzPe2mH9S9TF1xPN2J70,Also the 3 only electric hypercars...,Also the 3 only electric hypercars,5,1.0,0.0,Neutral
732,UgyZh8uhkrR7Ena7cJN4AaABAg,What's up with these cars that cost millions of dollars and are extremely limited production? There's too many of them. Make something with this performance to compete with a Huracan or F8 and I'll be impressed.,Whats up with these cars that cost millions of dollars and are extremely limited production Theres too many of them Make something with this performance to compete with a Huracan or F8 and Ill be impressed,2,0.6607142857142857,0.23214285714285715,Positive
733,UgyqkRs-SVkr5xQLlsJ4AaABAg,Hahahaha...electric super cars are like flights....they move at cracking speeds with long lay overs for charging.,Hahahahaelectric super cars are like flightsthey move at cracking speeds with long lay overs for charging,5,0.5333333333333333,0.14166666666666666,Positive
734,UgxY4ZJLazCnxSJd1qR4AaABAg,It’s a beautiful car.,It’s a beautiful car,5,1.0,0.85,Positive
735,UgxWYn3RMaWcPT2t7GN4AaABAg,Imagine what would be his reaction if he'd drive an Agera RS or Jesko. He'd cry for sure,Imagine what would be his reaction if hed drive an Agera RS or Jesko Hed cry for sure,1,0.8888888888888888,0.5,Positive
736,UgwHsLx1NIfTNJfiXpR4AaABAg,“ it makes a taycan look like a g wiz” 😂,“ it makes a taycan look like a g wiz” 😂,5,0.0,0.0,Neutral
737,UgwHsLx1NIfTNJfiXpR4AaABAg.9TF3oYP1VL79TPCepuK5QT,"HE SAID IT
HE SAID IT HE FINALLY SAID IT","HE SAID IT
HE SAID IT HE FINALLY SAID IT",5,1.0,0.0,Neutral
738,UgwHsLx1NIfTNJfiXpR4AaABAg.9TF3oYP1VL79THI3HP6rV1,@David & Knuckles well yeah basically all three of them is like Lamborghini top speed,  Knuckles well yeah basically all three of them is like Lamborghini top speed,5,0.5,0.5,Positive
739,UgwHsLx1NIfTNJfiXpR4AaABAg.9TF3oYP1VL79THHxFowj4C,@David & Knuckles yeah but in the end it caches up in top speed with about 1000 less horsepower which is mind blowing so I can’t imagine if Porsche makes a car like this,  Knuckles yeah but in the end it caches up in top speed with about 1000 less horsepower which is mind blowing so I can’t imagine if Porsche makes a car like this,4,0.2833333333333333,0.16666666666666669,Positive
740,UgwHsLx1NIfTNJfiXpR4AaABAg.9TF3oYP1VL79TGRdNPaZVi,"@alex k yeah. The 992 Turbo S and the 918 are pretty much equals on paper, and this thing is a second and a half faster in the quarter. They are very fast, but not strapped down 1900hp fast.", k yeah The 992 Turbo S and the 918 are pretty much equals on paper and this thing is a second and a half faster in the quarter They are very fast but not strapped down 1900hp fast,3,0.4336507936507936,0.08396825396825396,Positive
741,UgwHsLx1NIfTNJfiXpR4AaABAg.9TF3oYP1VL79TFu_cy5axd,What about a Porsche 918 or 911,What about a Porsche 918 or 911,5,0.0,0.0,Neutral
742,UgzPGjs20eXPFQg6zs14AaABAg,"When you have to beat  a $150,000 Tesla Plaid  you get Rimac  to make you a  Ferarri Battista, because all Ferarri knows  how to make are Fossil powered cars..",When you have to beat  a 150000 Tesla Plaid  you get Rimac  to make you a  Ferarri Battista because all Ferarri knows  how to make are Fossil powered cars,1,0.0,0.0,Neutral
743,UgzC4-4dnF5qG_kJN0F4AaABAg,"Without OGs top gear feels, looks, and hears wrong :x",Without OGs top gear feels looks and hears wrong x,1,0.7,0.0,Neutral
744,UgxFXwHF79Nf8ThbmtZ4AaABAg,WAIT a minute. The graphic for the steering 1:23 wheel looks just like Logitech steering wheel!!!,WAIT a minute The graphic for the steering 123 wheel looks just like Logitech steering wheel,1,0.4,0.0,Neutral
745,UgxFXwHF79Nf8ThbmtZ4AaABAg.9TNrFLacU-l9ZvtKy8wsas,@Igal Flint they couldn’t come up their own graphics for a $2.4M car??, Flint they couldn’t come up their own graphics for a 24M car,1,1.0,0.6,Positive
746,UgxFXwHF79Nf8ThbmtZ4AaABAg.9TNrFLacU-l9ZvrsN3E5lV,So?,So,3,0.0,0.0,Neutral
747,UgxFXwHF79Nf8ThbmtZ4AaABAg.9TNrFLacU-l9TtizIGLEJA,This,This,5,0.0,0.0,Neutral
748,Ugybphp3UxFlh84RePV4AaABAg,"Oh, that was Top Gear.
Very good.","Oh that was Top Gear
Very good",5,0.6400000000000001,0.705,Positive
749,UgyXqeK3pk_tQrf2q0Z4AaABAg,What a brilliant car.,What a brilliant car,5,1.0,0.9,Positive
750,UgxWXX6CvigowpW27cp4AaABAg,It's such a beautiful car,Its such a beautiful car,5,0.75,0.425,Positive
751,UgypQVzo-JNl8bvYmoV4AaABAg,"Seats and steering wheels need buttons for adjustment, touch screen menus just add unnecessary time to get comfortable in a car. Does look nice all the same..",Seats and steering wheels need buttons for adjustment touch screen menus just add unnecessary time to get comfortable in a car Does look nice all the same,3,0.70625,0.15,Positive
752,Ugy4zFuA7kj9DZbWGvR4AaABAg,"Lets see it race the cheaper, more practical just as fast Plaid.",Lets see it race the cheaper more practical just as fast Plaid,4,0.55,0.35,Positive
753,UgxLkZ-2K1uyjc4DZr94AaABAg,"Looks like Koenigsegg, Ferrari and Rimac got thrown in one car x)",Looks like Koenigsegg Ferrari and Rimac got thrown in one car x,1,0.0,0.0,Neutral
754,UgxdOVfhW3pnMDpKnqt4AaABAg,"Is it an electric car, or should I watch the video? Ah, starter button at 1:10 reveals its uselessness. Then I save almost 9 minutes of my lifetime by not watching the rest. Awesome!",Is it an electric car or should I watch the video Ah starter button at 110 reveals its uselessness Then I save almost 9 minutes of my lifetime by not watching the rest Awesome,1,1.0,1.0,Positive
755,Ugx_2Q4wEQ2O-fAql1p4AaABAg,This goes to show you can't even make a 10 minute video on a $2.4m Hyper-EV without coming up with some filler scenario to make it interesting.,This goes to show you cant even make a 10 minute video on a 24m HyperEV without coming up with some filler scenario to make it interesting,4,0.5,0.5,Positive
756,Ugy0ik4gJUfzfQlCs3V4AaABAg,And what about spare parts in a couple of years down the road…?,And what about spare parts in a couple of years down the road…,5,0.2888888888888889,-0.15555555555555559,Negative
757,UgyM4_D3Dlq_8E0x9QB4AaABAg,Pininfarina Battista is an amazing car!,Pininfarina Battista is an amazing car,5,0.9,0.6000000000000001,Positive
758,UgzXe5ilTrW2zDO4GSJ4AaABAg,"Basically, if you own one of these, you get a special card that says ""KEY TO THE CITY"" that works in literally any city.",Basically if you own one of these you get a special card that says KEY TO THE CITY that works in literally any city,3,0.8571428571428571,0.319047619047619,Positive
759,UgwxdmH076_Q24V-b0B4AaABAg,The Battista……….should have paid homage and named it “The animal Battista”?! 😳🤣🤣🤷🏽‍♂️,The Battista………should have paid homage and named it “The animal Battista” 😳🤣🤣🤷🏽‍♂️,5,0.0,0.0,Neutral
760,UgxJXbgdkyexb_wg3FR4AaABAg,"That interior full of tablets is very scattered for me, I prefer the concept of a main screen for everything like Tesla does",That interior full of tablets is very scattered for me I prefer the concept of a main screen for everything like Tesla does,3,0.39444444444444443,0.2388888888888889,Positive
761,UgzgGXu4JpY8K11p5Hl4AaABAg,"This car is gorgeous. But I couldn't care less for its performance. If it had 500 electric horsepowers it would be plenty enough for me. Somehow I don't get excited about power with electric cars. I've experienced some powerful ones and for me the acceleration is a thing of ""try it a couple of times and then just enjoy normal driving"". The EV acceleration is not pleasant when trying to drive fast on a bendy road. At least for me, anyway.",This car is gorgeous But I couldnt care less for its performance If it had 500 electric horsepowers it would be plenty enough for me Somehow I dont get excited about power with electric cars Ive experienced some powerful ones and for me the acceleration is a thing of try it a couple of times and then just enjoy normal driving The EV acceleration is not pleasant when trying to drive fast on a bendy road At least for me anyway,3,0.6575757575757577,0.19015151515151515,Positive
762,UgxBg3XqrrVMHX0O51R4AaABAg,looks much better than the Rimac in my opinion.  Despite me being part Italian. Italians do much better design. No contest.  Great job Pinifarina  👍 now i need to win the lottery :(,looks much better than the Rimac in my opinion  Despite me being part Italian Italians do much better design No contest  Great job Pinifarina  👍 now i need to win the lottery ,4,0.43,0.52,Positive
763,Ugx3Il4_aBjLr1Ug5Tx4AaABAg,"This car shows why you should let the logical europeans do the engineering, and the passionate ones do the design! Best of both worlds!",This car shows why you should let the logical europeans do the engineering and the passionate ones do the design Best of both worlds,5,0.46666666666666673,0.39999999999999997,Positive
764,Ugx3Il4_aBjLr1Ug5Tx4AaABAg.9TN3El1AOW69U1UHosBTzl,"Nothing logical about going screen to screen to change settings instead of one button.
Not a great idea while driving to look at a screen of 10 seconds","Nothing logical about going screen to screen to change settings instead of one button
Not a great idea while driving to look at a screen of 10 seconds",2,0.5,-0.07500000000000001,Negative
765,UgxZJC_moyRAv9nxa054AaABAg,"Geez, steering wheel adjustment through the touch screen is the culmination of the touchscreen stupidity.",Geez steering wheel adjustment through the touch screen is the culmination of the touchscreen stupidity,1,1.0,-0.6,Negative
766,UgzI3WibxKclmg1bHUt4AaABAg,why is the topspeed 350 lol even the old e60 m5 can do 330,why is the topspeed 350 lol even the old e60 m5 can do 330,1,0.44999999999999996,0.45,Positive
767,Ugwol2sdpCsWd_2sLeR4AaABAg,That sounds familiar “fast in fast out”,That sounds familiar “fast in fast out”,4,0.5666666666666668,0.2583333333333333,Positive
768,UgzTZ88MDVBKBr-8Ro94AaABAg,Electric cars make speed to accessible and it ceases to become a novelty. I could think of about 100 existing cars I’d prefer for the money.,Electric cars make speed to accessible and it ceases to become a novelty I could think of about 100 existing cars I’d prefer for the money,3,0.375,0.375,Positive
769,UgzTZ88MDVBKBr-8Ro94AaABAg.9THQYiVJFq29TrZt2VG49d,@Ken Bob 😂😂, Bob 😂😂,5,0.0,0.0,Neutral
770,UgzTZ88MDVBKBr-8Ro94AaABAg.9THQYiVJFq29TqzSYlBnlN,@supaahflyy Same thought here.  Next thing you know they'll be complaining that EVs make clean air too accessible., Same thought here  Next thing you know theyll be complaining that EVs make clean air too accessible,2,0.30000000000000004,0.18541666666666667,Positive
771,UgzTZ88MDVBKBr-8Ro94AaABAg.9THQYiVJFq29TbqOy5sPT6,"Lmao at how ICE defenders use to use ""oh EV's are slow"" as the excuse. Now its become 'they make speed too accessible'. That is what is called shifting the goalposts for your biases",Lmao at how ICE defenders use to use oh EVs are slow as the excuse Now its become they make speed too accessible That is what is called shifting the goalposts for your biases,2,0.45625,0.15625,Positive
772,UgwdVS0orwH_Zk9EuvR4AaABAg,There's something so irrelevant about 1000hp+ hypercars that makes me not interested in it.  Completely not designed for environments anyone lives in.,Theres something so irrelevant about 1000hp hypercars that makes me not interested in it  Completely not designed for environments anyone lives in,1,0.6333333333333333,-0.225,Negative
773,UgxeBcEZe2YSNBPNsCd4AaABAg,I’m only 70 secs into the video n the damn only thing is drop dead gorgeous… and I barely seen the interior.😮☺️,I’m only 70 secs into the video n the damn only thing is drop dead gorgeous… and I barely seen the interior😮☺️,1,0.625,-0.037500000000000006,Negative
774,UgxeBcEZe2YSNBPNsCd4AaABAg.9THpizQERZz9TNAQAOYWK-,Camera shoots like the one at 08:00 or 08:33 are fantastic... so smooth and stable and so powerful at the same time! Damn that camera man / director knows his sh!t! Loving it!,Camera shoots like the one at 0800 or 0833 are fantastic so smooth and stable and so powerful at the same time Damn that camera man  director knows his sht Loving it,5,0.695,0.34,Positive
775,UgwYbSitLiGQtn7SZb14AaABAg,"I was told I was pre-approved by my 
bank to purchase this. I'm stuck on the color though.","I was told I was preapproved by my 
bank to purchase this Im stuck on the color though",2,0.0,0.0,Neutral
776,UgwYbSitLiGQtn7SZb14AaABAg.9TQYzN3XQmg9TcfAwQKm2W,If you have to get pre- approved? 😂🤣,If you have to get pre approved 😂🤣,3,0.0,0.0,Neutral
777,Ugx9ZUAc5k8fqNLCGMZ4AaABAg,Close your eyes and he sounds a bit like Richard Hammond.,Close your eyes and he sounds a bit like Richard Hammond,4,0.0,0.0,Neutral
778,Ugwevyp52JfMqWF9svF4AaABAg,"For a price that high, I'm expecting it has a V10 speaker option",For a price that high Im expecting it has a V10 speaker option,4,0.5399999999999999,0.16,Positive
779,Ugwevyp52JfMqWF9svF4AaABAg.9TExCmYfVdZ9TEz9saFT8g,@Unspoken T for a supercar that won’t be driven that much lol, T for a supercar that won’t be driven that much lol,2,0.7,0.8,Positive
780,Ugwevyp52JfMqWF9svF4AaABAg.9TExCmYfVdZ9TEyWIztS4M,Not only that but I was reading that these supercar EV’s the battery’s will last for 8/10 years lol,Not only that but I was reading that these supercar EV’s the battery’s will last for 810 years lol,5,0.5888888888888889,0.26666666666666666,Positive
781,Ugwevyp52JfMqWF9svF4AaABAg.9TExCmYfVdZ9TEy40rVcbX,"Engine speakers are cringe imo. Let the natural sound take centre stage, even if there's not much of it.",Engine speakers are cringe imo Let the natural sound take centre stage even if theres not much of it,2,0.3333333333333333,0.13333333333333333,Positive
782,UgxxgSNGCSGEAfAPuch4AaABAg,"Very nice exterior, not shure about the rear though. And the interior is not exactly timeless and stylish imo with all those different screens. Don’t know what justifies the ridiculous price actually.",Very nice exterior not shure about the rear though And the interior is not exactly timeless and stylish imo with all those different screens Don’t know what justifies the ridiculous price actually,4,0.6583333333333333,0.13694444444444445,Positive
783,UgxJNryH5pW_i_fY7Hp4AaABAg,"Supercars are not fun with ""D"". The sound effect when it pass does not change anything. 😂",Supercars are not fun with D The sound effect when it pass does not change anything 😂,2,0.30000000000000004,0.125,Positive
784,UgzhCkWK8qIZ-jc0ksB4AaABAg,So it's a more expensive Lotus Evija or Rimac Nevera?,So its a more expensive Lotus Evija or Rimac Nevera,3,0.6,0.0,Neutral
785,Ugxb80eOBFZrXHryez14AaABAg,The car is beautiful and I don't doubt the shear performance it displaces. But I feel like something fundamental is missing...,The car is beautiful and I dont doubt the shear performance it displaces But I feel like something fundamental is missing,3,0.525,0.32499999999999996,Positive
786,UgxyodwhZRvBlpFkV7N4AaABAg,Literally just another souless computer on wheels none of us will be able to afford,Literally just another souless computer on wheels none of us will be able to afford,1,0.625,0.5,Positive
787,UgxyodwhZRvBlpFkV7N4AaABAg.9TGeFwbJEmY9TN4Rw3Us5Q,"Spoken like a ludite who never drove a plaid. Get a Tesla, save two million and better everything except a tenth of a second here and there.",Spoken like a ludite who never drove a plaid Get a Tesla save two million and better everything except a tenth of a second here and there,1,0.25,0.25,Positive
788,Ugzx1BaG4-yiWqE4niR4AaABAg,3:57 Thanks for yabbering over the sound. Couldn't hear a damn thing. Glad you like it.,357 Thanks for yabbering over the sound Couldnt hear a damn thing Glad you like it,5,0.5333333333333333,0.3666666666666667,Positive
789,UgzSmpx0q1VmDDckKbZ4AaABAg,I like how the representation of the wheel for changing its position is a Logitech racing wheel,I like how the representation of the wheel for changing its position is a Logitech racing wheel,4,0.0,0.0,Neutral
790,Ugz-Ba0ua4OY6eRdgxB4AaABAg,Did they have to use an image of a logitech wheel?  Couldn't they have just taken a picture of the actual wheel?,Did they have to use an image of a logitech wheel  Couldnt they have just taken a picture of the actual wheel,1,0.1,0.0,Neutral
791,Ugz-Ba0ua4OY6eRdgxB4AaABAg.9TQ24ns1fA19Ttj7fcG-6M,They just googled wheel side profile and similar pictures come out,They just googled wheel side profile and similar pictures come out,1,0.4,0.0,Neutral
792,UgzcDs-c69ZG4AfQbB94AaABAg,"If we have to give up the glorious smell of burning carbon and the sound of an Internal combustion engine as it roars from a low pitch guttural moan and builds to a high pitch screaming banshee, then the least they could do is pipe in the sound of an Imperial X-Wing Fighter for the dopamine payoff, just sayin’…",If we have to give up the glorious smell of burning carbon and the sound of an Internal combustion engine as it roars from a low pitch guttural moan and builds to a high pitch screaming banshee then the least they could do is pipe in the sound of an Imperial XWing Fighter for the dopamine payoff just sayin’…,1,0.3399999999999999,0.11000000000000003,Positive
793,UgzcDs-c69ZG4AfQbB94AaABAg.9TKTAaX5k2a9TNjvAzfqGH,"Dudeee, at leaaast!!!! And the horn must sound like the blasters!!",Dudeee at leaaast And the horn must sound like the blasters,5,0.4,0.4,Positive
794,UgyrRa3OAxcgLEksCZB4AaABAg,This looks awesome!,This looks awesome,5,1.0,1.0,Positive
795,UgyrRa3OAxcgLEksCZB4AaABAg.9TExWhkCFIo9TJE5-toUR7,@hagestad what is Mahindra, what is Mahindra,5,0.0,0.0,Neutral
796,UgyrRa3OAxcgLEksCZB4AaABAg.9TExWhkCFIo9TFHyB2oc4c,True. Mahindra knocked this one out of the park.,True Mahindra knocked this one out of the park,5,0.65,0.35,Positive
797,UgzPje-fUsZMi5fOAxN4AaABAg,is it just me or in the display the steering wheel looks like the g29?,is it just me or in the display the steering wheel looks like the g29,3,0.0,0.0,Neutral
798,UgzPje-fUsZMi5fOAxN4AaABAg.9Tip0ob5xeu9Ttitp97q3k,No it isn't just you,No it isnt just you,1,0.0,0.0,Neutral
799,Ugy4scvpSJbETUuq35B4AaABAg,What a beautiful design,What a beautiful design,5,1.0,0.85,Positive
800,UgwNLVM0eEVaxIMzb8h4AaABAg,Beautiful looks!,Beautiful looks,5,1.0,0.85,Positive
801,UgzaYMucZiAXgUivvNx4AaABAg,2000BHP Vmax 350 km/h iam missing something (maybe the weight) ...,2000BHP Vmax 350 kmh iam missing something maybe the weight ,2,0.05,-0.2,Negative
802,UgzvTxbU8ct1MvniAbN4AaABAg,"From one of the biggest design house in the business, that's the best u can do with the rims? Stil want it to look like a Ferrari huh?",From one of the biggest design house in the business thats the best u can do with the rims Stil want it to look like a Ferrari huh,5,0.3,1.0,Positive
803,Ugxk54vDLJP9GhTMIAh4AaABAg,Sure it's fast.. but it doesn't excite me at all.  The glory days of supercars with their NA V10s and V12 are long gone or a dying breed.   Combustion engines are 10X better than these dull soulless electric vehicles.,Sure its fast but it doesnt excite me at all  The glory days of supercars with their NA V10s and V12 are long gone or a dying breed   Combustion engines are 10X better than these dull soulless electric vehicles,3,0.5777777777777777,0.17166666666666663,Positive
804,UgxKtrgGWYghlWe85gt4AaABAg,Ill take a 911 GT3 RS... save the rest of the money.,Ill take a 911 GT3 RS save the rest of the money,1,1.0,-0.5,Negative
805,UgyjbcXko2Fp7RPK4114AaABAg,very nice and beautiful but i think the spoiler looks awful when its flipped up all the way,very nice and beautiful but i think the spoiler looks awful when its flipped up all the way,3,1.0,0.20999999999999996,Positive
806,UgyWRohLP_ClJfcF42h4AaABAg,"The insides: Rimac Nemera
Front: SF90
Back: Corvette?
That gap at the steering wheel mount: Irritating!","The insides Rimac Nemera
Front SF90
Back Corvette
That gap at the steering wheel mount Irritating",2,0.4,-0.2,Negative
807,UgyWRohLP_ClJfcF42h4AaABAg.9TF1NA6X6Mw9TFkNnT5KUm,The performance: Rimac Nevera,The performance Rimac Nevera,1,0.0,0.0,Neutral
808,Ugz5-f_QxHkNr00faZl4AaABAg,"When he was wearing the Ferrari hat, he looked Sebastian vettel🤔",When he was wearing the Ferrari hat he looked Sebastian vettel🤔,1,0.0,0.0,Neutral
809,Ugx_fF1-i4MCkVU2Oxh4AaABAg,2million pounds and the touchscreen is only 60hz??,2million pounds and the touchscreen is only 60hz,1,1.0,0.0,Neutral
810,UgzdiBFfUSJCtkH8yuh4AaABAg,Such a fast car and such a slow on-board touchscreen),Such a fast car and such a slow onboard touchscreen,5,0.5,-0.02500000000000001,Negative
811,UgxfjksekO3ePh_3IUN4AaABAg,Battery technology not good enough yet  but I can't wait until it is,Battery technology not good enough yet  but I cant wait until it is,3,0.55,-0.175,Negative
812,UgxVBROSkRGGZHDxmXl4AaABAg,There’s no such thing as a perfect c…..,There’s no such thing as a perfect c…,3,0.75,0.5,Positive
813,UgyudIxqx10He1gnhjF4AaABAg,Where is Jeremy Clarkson when you need him,Where is Jeremy Clarkson when you need him,5,0.0,0.0,Neutral
814,UgxUEsHkggjovUkIsOd4AaABAg,you would be hard pressed to find anything in this world more beautiful than the pininfarina battista,you would be hard pressed to find anything in this world more beautiful than the pininfarina battista,5,0.6805555555555555,0.3527777777777778,Positive
815,UgyTZJbBXu-u02dgzyN4AaABAg,This car has V8 power on one wheel.,This car has V8 power on one wheel,5,0.0,0.0,Neutral
816,Ugx5-pjZIY6vTs_RoZR4AaABAg,I love the cinematography and colors in this video,I love the cinematography and colors in this video,5,0.6,0.5,Positive
817,UgzSsGJX5UvGoP8HPHp4AaABAg,It looks great!,It looks great,5,0.75,0.8,Positive
818,UgwXWpCBlxL5qxKkZXh4AaABAg,This guy really drove jackson storm from cars 😂😂,This guy really drove jackson storm from cars 😂😂,5,0.2,0.2,Positive
819,UgwJnC1_jVs3jWB_Je54AaABAg,Speakers for engine noise… ouch,Speakers for engine noise… ouch,3,0.0,0.0,Neutral
820,UgwojphcqBvMmQUdNS94AaABAg,They should have told you not to drive it on Collins between 27th and 41st 😀😀😀. The car may need a realignment after that.,They should have told you not to drive it on Collins between 27th and 41st 😀😀😀 The car may need a realignment after that,1,0.0,0.0,Neutral
821,UgxzWxJRFDKgMPSRisB4AaABAg,Amazing and totally undesirable in equal measure.,Amazing and totally undesirable in equal measure,5,0.6333333333333333,0.20000000000000004,Positive
822,UgxzWxJRFDKgMPSRisB4AaABAg.9TFXbW0dJV79TKMquA5BPA,"@Gustavo Florio yes, I want", Florio yes I want,5,0.0,0.0,Neutral
823,UgxzWxJRFDKgMPSRisB4AaABAg.9TFXbW0dJV79TG5n29AXd1,Have you wanted to kiss a concrete wall? That's what a feel about this car.,Have you wanted to kiss a concrete wall Thats what a feel about this car,5,0.30000000000000004,0.15000000000000002,Positive
824,Ugwb_qdJI00AnOlvSQ94AaABAg,"Good looking especiall from the front. However the rims look really dull - no creative, innovative design whatsoever. Just plain old 5 spoke stars. For 2 mil i expect something. Anything.",Good looking especiall from the front However the rims look really dull  no creative innovative design whatsoever Just plain old 5 spoke stars For 2 mil i expect something Anything,3,0.6095238095238096,0.09067460317460314,Positive
825,UgxfC4wV3ziWmszvTrp4AaABAg,It has the same 0-60 and almost the same quarter mile as a Tesla model S plaid. (a 5 seater-longer range-10 times cheaper-self driving car). I don't see how this will last especially with teslas hypercar coming out which will leave this in the dust in terms of performance.,It has the same 060 and almost the same quarter mile as a Tesla model S plaid a 5 seaterlonger range10 times cheaperself driving car I dont see how this will last especially with teslas hypercar coming out which will leave this in the dust in terms of performance,3,0.32916666666666666,0.0,Neutral
826,Ugxn14FjUgL7BSmXCK94AaABAg,Beautiful car.,Beautiful car,5,1.0,0.85,Positive
827,Ugxl0sy1sj68ADg-AZ54AaABAg,"The GT-EV cars,,Eg:(take out a Monaco Grand Prix length 3.4km range not sure)
.Eco mode-less in 10 to 20%
Sport mode-less in 20 to 40%
.super sport mode-full throttle time the whole lap distance covered in,how many percentage reduce the battery power?","The GTEV carsEgtake out a Monaco Grand Prix length 34km range not sure
Eco modeless in 10 to 20
Sport modeless in 20 to 40
super sport modefull throttle time the whole lap distance covered inhow many percentage reduce the battery power",2,0.691111111111111,0.25666666666666665,Positive
828,UgwN5PA5dA5He7OCpBd4AaABAg,I will still take a Ferrari especially the Enzo.,I will still take a Ferrari especially the Enzo,4,1.0,0.0,Neutral
829,UgwN5PA5dA5He7OCpBd4AaABAg.9TExbKswPU69TNkh3THypa,458!!,458,3,0.0,0.0,Neutral
830,UgwN5PA5dA5He7OCpBd4AaABAg.9TExbKswPU69TEzYXWcr5q,Yep any day. Plus it value will and the car will be remembered. This Battista won't be remembered and will definitely lose value,Yep any day Plus it value will and the car will be remembered This Battista wont be remembered and will definitely lose value,1,0.5,0.0,Neutral
831,UgwN5PA5dA5He7OCpBd4AaABAg.9TExbKswPU69TEyvy4fCtt,Anyone would,Anyone would,1,0.0,0.0,Neutral
832,UgxTcSofbiV0xeyZEXl4AaABAg,Soon everything will feel just like another Tesla haha,Soon everything will feel just like another Tesla haha,5,0.3,0.2,Positive
833,UgxQuAyl6xvSuxUMuoV4AaABAg,getting over noise or lack there of is gonna be tough... or the rumble and vibrations that make your fizzy bits fizzle,getting over noise or lack there of is gonna be tough or the rumble and vibrations that make your fizzy bits fizzle,2,0.8333333333333334,-0.3888888888888889,Negative
834,UgwaEma_IAZbjyqc8kt4AaABAg,"Pininfarina, always design different. Brp Brp!!!",Pininfarina always design different Brp Brp,5,0.6,0.0,Neutral
835,UgyqGk8wk5Prqty1e6l4AaABAg,£2.4m with the glorious soundtrack of a milk float.,£24m with the glorious soundtrack of a milk float,5,0.0,0.0,Neutral
836,UgxUiqTsp6_ojxwhxY54AaABAg,"Hybrid between a Rimac and a koenigsegg gemera. Ferrari, I thought you were all about authenticity? Could you have at least not made the numbers equivalent too, making it 2000hp and not 1900?",Hybrid between a Rimac and a koenigsegg gemera Ferrari I thought you were all about authenticity Could you have at least not made the numbers equivalent too making it 2000hp and not 1900,3,0.4,-0.3,Negative
