,id,content,content_clean,sentiment
1917,UgyzDP6SRPazjzcoEz94AaABAg,Why does he keep saying “bew-gahte”. It’s “BOO-GAA-TEEE”,Why does he keep saying “bewgahte” It’s “BOOGAATEEE”,1
1918,Ugxa2F-KSaYJgPPsfxB4AaABAg,He ain't captian slow no more,He aint captian slow no more,1
1919,UgwBgO0J0jW_1mZkjJh4AaABAg,Rimac Nevera kicks it out !!,Rimac Nevera kicks it out ,1
1920,UgwBgO0J0jW_1mZkjJh4AaABAg.9QBusFUgBEU9Q_MNTCrK8X,Well yes so did the venom gt and the agera rs what do you expect,Well yes so did the venom gt and the agera rs what do you expect,5
1921,UgyvC5kGWS6AJM5dz3F4AaABAg,Now compare this to the new top gear bugatti chiron speed test.,Now compare this to the new top gear bugatti chiron speed test,5
1922,UghExBNi_RSavXgCoAEC,lol that's Vikings soundtrack,lol thats Vikings soundtrack,4
1923,UgzlVn_b48TQ6XDIGoB4AaABAg,In queens English it means 240+kmph...haha whatttt? Even she owns the language? What a 🌎,In queens English it means 240kmphhaha whatttt Even she owns the language What a 🌎,1
1924,Ugy051ZvG8qPZiPElt54AaABAg,"At 3:34, he gave a hint of frozen 2",At 334 he gave a hint of frozen 2,2
1925,UgzFTIQ64pIgUnGBqfp4AaABAg,431 km/h or 3775560000000000000000 Nanometers/Millennia.,431 kmh or 3775560000000000000000 NanometersMillennia,1
1926,UgyKmrwRFMhsp3flzJB4AaABAg,Is it possible to give running comments while doing 400+ Kmph.,Is it possible to give running comments while doing 400 Kmph,3
1927,UghO6oYO0lo643gCoAEC,i managed to get my car up to 120 on the highway here in the states. i was thinking about going a little faster since my cars top speed on paper is 134 miles an hour. but i was running low on gas. this probably saved my life since about a day later i found out that my tires arent rated to go above 120....,i managed to get my car up to 120 on the highway here in the states i was thinking about going a little faster since my cars top speed on paper is 134 miles an hour but i was running low on gas this probably saved my life since about a day later i found out that my tires arent rated to go above 120,3
1928,UghO6oYO0lo643gCoAEC.8J9-_MOy9wA8N6L4XPAg_u,Daniel Diaz lier,Daniel Diaz lier,3
1929,UghO6oYO0lo643gCoAEC.8J9-_MOy9wA8JRXsoxhx5-,Top speed 113 stock ford 500 pushing 5500 rpm and i decided to back off XD I need my engine,Top speed 113 stock ford 500 pushing 5500 rpm and i decided to back off XD I need my engine,5
1930,Ugy4jkjeht82OS4_KRN4AaABAg,Why did they get Captain slow,Why did they get Captain slow,1
1931,UgyhUZPbKiR4wf9pdZh4AaABAg,started from the bottom now we way up,started from the bottom now we way up,1
1932,UgxPE5H7dfCQETM9cXJ4AaABAg,When does it go to warp.,When does it go to warp,3
1933,UgziEhVALfreC7tJCKB4AaABAg,Supar car,Supar car,5
1934,UgjkENZQrMG1YngCoAEC,0:41 Jason Statham ?,041 Jason Statham ,3
1935,UgjkENZQrMG1YngCoAEC.8F0nuVzG-XQ8rw9Fqjn406,Gabi P he looks like a mix of Ryan Reynolds and Jason Statham.,Gabi P he looks like a mix of Ryan Reynolds and Jason Statham,3
1936,UgjkENZQrMG1YngCoAEC.8F0nuVzG-XQ8rWDURF7tk-,And steve jobs,And steve jobs,5
1937,UgjkENZQrMG1YngCoAEC.8F0nuVzG-XQ8a_BvP2rvMm,Hahaha,Hahaha,1
1938,UgjkENZQrMG1YngCoAEC.8F0nuVzG-XQ8JLICsooHUx,wasn't,wasnt,2
1939,UgjkENZQrMG1YngCoAEC.8F0nuVzG-XQ8JLIBqRaDfN,"want talking to you, you smart man. Jason stratham is my favorite actor and I agee he looks like him and I was having a little joke with the other guy.",want talking to you you smart man Jason stratham is my favorite actor and I agee he looks like him and I was having a little joke with the other guy,5
1940,UgjkENZQrMG1YngCoAEC.8F0nuVzG-XQ8FhXDMvGAMC,no !,no ,1
1941,UgjkENZQrMG1YngCoAEC.8F0nuVzG-XQ8FUCY8NdmFN,"@Ali Rislan nope look again , his face is similar as hell!", Rislan nope look again  his face is similar as hell,1
1942,UgjkENZQrMG1YngCoAEC.8F0nuVzG-XQ8FUCKJlptCC,Wtf. The only resemblance is that he is bald.,Wtf The only resemblance is that he is bald,4
1943,UgjkENZQrMG1YngCoAEC.8F0nuVzG-XQ8FQ3pOemxO2,"I thought that too when I watched it again, after reading your comment.",I thought that too when I watched it again after reading your comment,2
1944,UgxHgm13qho6DUEordx4AaABAg,I love my... 206,I love my 206,5
1945,UgxXDP3CJBLTHXJTaI94AaABAg,Why in 4:15 the speedometer is censored?,Why in 415 the speedometer is censored,1
1946,Ugzlv5brkP7POty5RB94AaABAg,Who's here after Ben Collins review the Chiron Super Sport on DriveTribe?,Whos here after Ben Collins review the Chiron Super Sport on DriveTribe,5
1947,UgzLh8R8cnvh_jwcbPd4AaABAg,Bruh i get this car in FMS6 :0,Bruh i get this car in FMS6 0,1
1948,UghgWj9iwAn013gCoAEC,French touch !,French touch ,4
1949,UghgWj9iwAn013gCoAEC.7-H0Z7-UxrT71mfLWpcyKv,@telopyd Hahahahaha had a good lol at this, Hahahahaha had a good lol at this,4
1950,UghgWj9iwAn013gCoAEC.7-H0Z7-UxrT7-OVQyvHA9v,@telopyd Which was bought by German Volkswagen......., Which was bought by German Volkswagen,5
1951,Ugw2x7wBtrSHBGSg3op4AaABAg,So sollte Matthias auch sein 400 km/h Rekordversuch machen,So sollte Matthias auch sein 400 kmh Rekordversuch machen,5
1952,UgzsaQVeowEGkZGKNHt4AaABAg,Bugatti was on top of the world back then.,Bugatti was on top of the world back then,5
1953,UgzsaQVeowEGkZGKNHt4AaABAg.972Pi3VZ9JH972zjGRv1Ek,still,still,4
1954,UgwDkvtYR8lfm2VcOLp4AaABAg,I do 280mph in forza,I do 280mph in forza,5
1955,Ugw7fFzmFzxIYdsO4_Z4AaABAg,1:16 || Nice gmod loading shotgun shell sound effect,116  Nice gmod loading shotgun shell sound effect,4
1956,UghdzBSxtPYTlHgCoAEC,My fav. Carin da world ,My fav Carin da world ,5
1957,UgxwE7wDxVrSJvhFUR14AaABAg,is this 11 years old?!?,is this 11 years old,1
1958,UgxVZ7etdBYencM_dnJ4AaABAg,Who's here after the reveal of Bugatti Bolide?,Whos here after the reveal of Bugatti Bolide,5
1959,UgwSqIYlHO2sI50zKSF4AaABAg,am i the only one that 1920x1080p doesn't exist in 2011?,am i the only one that 1920x1080p doesnt exist in 2011,1
1960,Ugwis0J-laO6sN_wUgl4AaABAg,i remember this being more dramatic??,i remember this being more dramatic,3
1961,Ugwis0J-laO6sN_wUgl4AaABAg.8syFgUrCK018vHnj2DC-Ta,"It was the other vid, with normal Veyron",It was the other vid with normal Veyron,3
1962,UgitLmQf1pkxmngCoAEC,What is the song playing at 3:17,What is the song playing at 317,3
1963,UgitLmQf1pkxmngCoAEC.8Qx1AuKhct38o0evOH_iP2,RS6 CRUISER Darude- Sandstorm,RS6 CRUISER Darude Sandstorm,5
1964,UgitLmQf1pkxmngCoAEC.8Qx1AuKhct38huFluPStsF,I think it is the chase from national treasure,I think it is the chase from national treasure,5
1965,UgxI_dcMG5Q0k4GesQt4AaABAg,What song starts the video? Could've sworm I remember hearing that from Breaking Bad at some point,What song starts the video Couldve sworm I remember hearing that from Breaking Bad at some point,2
1966,Ugyqjl6AacFVsJh88HF4AaABAg,"Special Stage Route X 
On real life?
ok then","Special Stage Route X 
On real life
ok then",4
1967,Ugxv9a6QYLikpAiMmv94AaABAg,captain slow my arse,captain slow my arse,1
1968,UgjC1xPVQP-5NXgCoAEC,😡 my face when you Carnot skip a bt advert,😡 my face when you Carnot skip a bt advert,1
1969,UgjC1xPVQP-5NXgCoAEC.884TnvM9dSA8D6z5q9CCJZ,+The plant Sniffer too true,The plant Sniffer too true,1
1970,UgjC1xPVQP-5NXgCoAEC.884TnvM9dSA8CmRSWsBhgP,+The plant Sniffer Adblock bro,The plant Sniffer Adblock bro,1
1971,UgjC1xPVQP-5NXgCoAEC.884TnvM9dSA88Edk6mM2Xz,Same,Same,1
1972,UgyYmeeMtwpiYKGKfIh4AaABAg,I love you bugatti,I love you bugatti,5
1973,Ugznx9ghFQCbHuTaKFh4AaABAg,These cars are basically spaceships at this point,These cars are basically spaceships at this point,3
1974,Ugznx9ghFQCbHuTaKFh4AaABAg.92I-LyDp8Tt92Lk4q_MHcO,Basically no.,Basically no,2
1975,UgzDSqnBkyrdoPGe1uZ4AaABAg,kapitan snek bracho,kapitan snek bracho,1
1976,UgiDzsQQavfOfngCoAEC,LOL and then came the Pagani Zonda R.,LOL and then came the Pagani Zonda R,1
1977,UgiDzsQQavfOfngCoAEC.7-H0Z7-HfYf8iXPwAdcSl3,"Zachary Zatago This was 2010/2011, took them long enough to surpass them. Now Bugatti will the ones catching up this time. Let’s see what happens when that car group is being pushed to where they want to surpass Koenigsegg.",Zachary Zatago This was 20102011 took them long enough to surpass them Now Bugatti will the ones catching up this time Let’s see what happens when that car group is being pushed to where they want to surpass Koenigsegg,5
1978,UgiDzsQQavfOfngCoAEC.7-H0Z7-HfYf8eShkeGkQ7R,*breathes in* Agera RS.. *drops mic*,breathes in Agera RS drops mic,5
1979,UgiDzsQQavfOfngCoAEC.7-H0Z7-HfYf71Lhp5wnUtD,@Ryan Bugaj Same as Pagani Zonda R lol, Bugaj Same as Pagani Zonda R lol,1
1980,UgiDzsQQavfOfngCoAEC.7-H0Z7-HfYf71Lg8yFwR9l,@DateMost But the time was immediately disqualified since the FXX is not street-legal., But the time was immediately disqualified since the FXX is not streetlegal,2
1981,UgiDzsQQavfOfngCoAEC.7-H0Z7-HfYf716T42c8f6D,@todorpetrovic  Excuse me both of you but did you saw the Ferrari FXX? 1.07 lap? faster than any of your cars,  Excuse me both of you but did you saw the Ferrari FXX 107 lap faster than any of your cars,3
1982,UgiDzsQQavfOfngCoAEC.7-H0Z7-HfYf70MgMhpTdBy,@idh0530 -_-, ,4
1983,UgiDzsQQavfOfngCoAEC.7-H0Z7-HfYf70Me88Ju9nK,"With the mindset of a senior in high school.

Have a nice day.","With the mindset of a senior in high school

Have a nice day",4
1984,UgiDzsQQavfOfngCoAEC.7-H0Z7-HfYf70MWNE88Rfe,@idh0530 I'm 22, Im 22,3
1985,UgiDzsQQavfOfngCoAEC.7-H0Z7-HfYf70LRYSFDBgu,"Yep. Ima just assume that you aren't of age yet, so Ima leave this conversation. You have no more rebuttals or arguments.",Yep Ima just assume that you arent of age yet so Ima leave this conversation You have no more rebuttals or arguments,1
1986,UgiDzsQQavfOfngCoAEC.7-H0Z7-HfYf70KDVXgDVIp,@idh0530 still tho, still tho,3
1987,UgiDzsQQavfOfngCoAEC.7-H0Z7-HfYf70KDQohYSAO,"*""In February 2014, Road and Track wrote that Guinness required 30 identical vehicles""*

http://en.wikipedia.org/wiki/Production_vehicle","In February 2014 Road and Track wrote that Guinness required 30 identical vehicles

",1
1988,UgiDzsQQavfOfngCoAEC.7-H0Z7-HfYf70K9alieVlQ,It needs to be 50,It needs to be 50,3
1989,UgiDzsQQavfOfngCoAEC.7-H0Z7-HfYf70K7BuRZaqc,@idh0530 the venom isn't a production car it's a tuners car, the venom isnt a production car its a tuners car,1
1990,UgiDzsQQavfOfngCoAEC.7-H0Z7-HfYf70K6sy8mOuW,"@FROZENpenguin X Where's the video of the Agera R doing 273?

Exactly.

The Venom is faster then the Agera R too actually. It's a FULL second faster to 0-186 mph (300 kph) due to it's near 1:1 kilogram:hp ratio."," X Wheres the video of the Agera R doing 273

Exactly

The Venom is faster then the Agera R too actually Its a FULL second faster to 0186 mph 300 kph due to its near 11 kilogramhp ratio",1
1991,UgiDzsQQavfOfngCoAEC.7-H0Z7-HfYf70K5JKtLGxY,@idh0530 it isn't the fastest agera r goes 273mph, it isnt the fastest agera r goes 273mph,2
1992,UgiDzsQQavfOfngCoAEC.7-H0Z7-HfYf70K1QTLNwEN,@Ron Austin Fastest *Production* Car., Austin Fastest Production Car,5
1993,UgiDzsQQavfOfngCoAEC.7-H0Z7-HfYf70FMgIVB4ZA,the bugatti super sport is still has the record for fastest street legal car in the world,the bugatti super sport is still has the record for fastest street legal car in the world,5
1994,UgiDzsQQavfOfngCoAEC.7-H0Z7-HfYf708KkY4DIQO,@cnrdmri and *then* came the koenigsegg agera r, and then came the koenigsegg agera r,1
1995,UgiDzsQQavfOfngCoAEC.7-H0Z7-HfYf7-owGr65zvY,The Zonda R is pretty much a race car.,The Zonda R is pretty much a race car,3
1996,UgiDzsQQavfOfngCoAEC.7-H0Z7-HfYf7-KhvQxO--8,@todorpetrovic dude chill. It was nithing serious., dude chill It was nithing serious,1
1997,UgiDzsQQavfOfngCoAEC.7-H0Z7-HfYf7-KgvB4kZPl,"@cnrdmri I think you do, otherwise you wouldn't have made that stupid comment. ", I think you do otherwise you wouldnt have made that stupid comment ,3
1998,UgiDzsQQavfOfngCoAEC.7-H0Z7-HfYf7-IfMqTBZ6l,"So what? Veyron was top dog for like 10 years, we'll see if Pagani can hold the throne for that long. ",So what Veyron was top dog for like 10 years well see if Pagani can hold the throne for that long ,5
1999,Ugyrq7Y1Wr-YjlBIkNJ4AaABAg,Who’s here after the 2020 Bugatti Chiron Super Sport hit 304.77 miles per hour?,Who’s here after the 2020 Bugatti Chiron Super Sport hit 30477 miles per hour,5
2000,UgwZ3cM6voX3lDAEndJ4AaABAg,Captain fast,Captain fast,5
2001,UgwNgH5IVRn-sXrTQOh4AaABAg,Idc if it means something else but anyone else realize that is says BBC at the end,Idc if it means something else but anyone else realize that is says BBC at the end,1
2002,UgzwQ4-hUSPXuClDTKB4AaABAg,The song in the background is “Titan Dune” by Two Steps From Hell. They make movie preview music so you probably heard some of their songs before and didn’t notice because you were watching the preview.,The song in the background is “Titan Dune” by Two Steps From Hell They make movie preview music so you probably heard some of their songs before and didn’t notice because you were watching the preview,4
2003,UgyLqj_xlMgM9k9BMhl4AaABAg,Who else re watched this after Bugatti reached 300+ Mph with the Chiron SS??,Who else re watched this after Bugatti reached 300 Mph with the Chiron SS,1
2004,UgyLqj_xlMgM9k9BMhl4AaABAg.8zNsfrJzpnW8zNuG1Stc0N,Miss the spirit,Miss the spirit,1
2005,UgzKeszQYKjaryMu_ed4AaABAg,Why in the hell would one want this?,Why in the hell would one want this,1
2006,Ugwns5pIKjkjaJl9acJ4AaABAg,5:57 *NO* 😭😭😂😂,557 NO 😭😭😂😂,1
2007,UgzWiV5njjRTVc2p3xN4AaABAg,420 sachen - völlig legal auf deutschen autobahnen ... braucht man nich mal auf n testtrack,420 sachen  völlig legal auf deutschen autobahnen  braucht man nich mal auf n testtrack,1
2008,Ugzib7xXctHdmQ6SIi14AaABAg,"The opening song is from Vikings. If I had a heart, if you were wondering.",The opening song is from Vikings If I had a heart if you were wondering,3
2009,Ugz-QpKtjCc-ftJG3tV4AaABAg,Im here just to get well after the cancer that de new top gears video gave me,Im here just to get well after the cancer that de new top gears video gave me,5
2010,Ugy82rp1W-Pxn648e614AaABAg,which series and episode was that?,which series and episode was that,3
2011,Ugy00lhDcXqkrkznNjJ4AaABAg,Why is everyone saying the September 2nd Chiron SS video is boring?,Why is everyone saying the September 2nd Chiron SS video is boring,1
2012,UgylLsXeNw-TpzKCnip4AaABAg,10 years later the ssc tuatara is a thing,10 years later the ssc tuatara is a thing,5
2013,UgyxmaFS59p12-Wph-B4AaABAg,i love boghati car in my life,i love boghati car in my life,5
2014,Ugg84FBj1gBa7HgCoAEC,This is my CaR,This is my CaR,5
2015,Ugxwr1nkdTOIUgiqVOF4AaABAg,Ohh my God uwaau very very fast,Ohh my God uwaau very very fast,1
2016,Ugxwgf6kIwr6Z8PQ22F4AaABAg,Try not smiling while seeing this,Try not smiling while seeing this,1
2017,UgyZMn8MVi4OAQBYB1N4AaABAg,I keep watching this,I keep watching this,5
2018,Ugzbz_jSuXOKdVCOK8R4AaABAg,Geil!,Geil,5
2019,Ugg8YJv62C4zEngCoAEC,But i love nissan skyline more then buggati,But i love nissan skyline more then buggati,3
2020,Ugx2bk7z7nIOkJKhAOt4AaABAg,"Arrow straight, straight",Arrow straight straight,5
2021,UgwgZ2-myHz5721SoIV4AaABAg,"đón chờ những ca khúc tiếp theo của Phúc, càng nghe càng thích giọng ca của Phúc ❤️",đón chờ những ca khúc tiếp theo của Phúc càng nghe càng thích giọng ca của Phúc ❤️,4
2022,Ugx3CqavxiVKAuujPFB4AaABAg,300mph,300mph,3
2023,UgwohDhMY7GLMyReme54AaABAg,I wish he said buffeting,I wish he said buffeting,3
2024,UggG0ffS8tG_KXgCoAEC,5:17 SMOKE WEED EVERYDAY,517 SMOKE WEED EVERYDAY,5
2025,UggG0ffS8tG_KXgCoAEC.8HJuh70rYJI9A9-k7sJF-P,"😂
  000","😂
  000",1
2026,UggG0ffS8tG_KXgCoAEC.8HJuh70rYJI8wXB8r30Osg,"Aha, yeah, 420 km/h. 4/20",Aha yeah 420 kmh 420,1
2027,UggG0ffS8tG_KXgCoAEC.8HJuh70rYJI8Is2olYdmXT,hhhhhhh from libya,hhhhhhh from libya,1
2028,UgyULT9oBosYWsebvcZ4AaABAg,😏Motogp looks faster,😏Motogp looks faster,3
2029,UgxKCe3EGmLaAblhER14AaABAg,"Criminals with death sentences should be forced to do this, if they crash, its fine. Because they were supposed to die.",Criminals with death sentences should be forced to do this if they crash its fine Because they were supposed to die,1
2030,UgwU-pn6uVSiOLnMtWh4AaABAg,Pffff i can do that hold ma beer,Pffff i can do that hold ma beer,5
2031,UgziB1KiIiXi0SaoxN14AaABAg,Bloody norah! 😂,Bloody norah 😂,1
2032,UghD8W0YzfnBgngCoAEC,My honda if faster...,My honda if faster,4
2033,UghD8W0YzfnBgngCoAEC.8JDU_thHu678ijhQR9Ujkz,I have been 620 MPH in a subsonic aircraft.,I have been 620 MPH in a subsonic aircraft,2
2034,UghD8W0YzfnBgngCoAEC.8JDU_thHu678iS0MOZ3v8m,IF faster 😂,IF faster 😂,3
2035,UghD8W0YzfnBgngCoAEC.8JDU_thHu678_wXsSK8HlG,Typical honda driver haha,Typical honda driver haha,3
2036,UghD8W0YzfnBgngCoAEC.8JDU_thHu678XnT-V2vpng,WorldPrestige Kids faster to state to state cause the Bugatti has to fill up allot,WorldPrestige Kids faster to state to state cause the Bugatti has to fill up allot,3
2037,Ugw64vxzQaggK6Du6QR4AaABAg,Holy Cannoly !,Holy Cannoly ,5
2038,UgzS5YSnUtBZknhNicZ4AaABAg,Bugatti is my favourite car and Lamborghini also,Bugatti is my favourite car and Lamborghini also,5
2039,UgxdLozkxXIHy1odjwR4AaABAg,James and top speed 4 words that doesn't make sense lol Captain slow,James and top speed 4 words that doesnt make sense lol Captain slow,1
2040,UgjVDfacv27NIngCoAEC,koenigsegg is better,koenigsegg is better,3
2041,UgxpuYMo1Jgn7VdAIOJ4AaABAg,$20k tires?! Aren't F1 tires like less than $10k a set?,20k tires Arent F1 tires like less than 10k a set,1
2042,UgxpuYMo1Jgn7VdAIOJ4AaABAg.9Sr9buohYLa9V6UldKeb-X,"Yup, these have to last",Yup these have to last,5
2043,UgxV-shoV_GZ3fr7jad4AaABAg,bro i love buggati,bro i love buggati,5
2044,Ugw35dgwPMWnIJsOHYV4AaABAg,Best worLd Car🤭,Best worLd Car🤭,5
2045,UgyW94hjmsPAhVEz3ol4AaABAg,impressive,impressive,5
2046,UghF_zrZhYd20ngCoAEC,funny to think AMG GT went faster round the track then this...,funny to think AMG GT went faster round the track then this,3
2047,UghF_zrZhYd20ngCoAEC.8EjriGQU5V48I7gz6HGwEZ,"WE had see The SS have 431,5 km/h",WE had see The SS have 4315 kmh,1
2048,UghF_zrZhYd20ngCoAEC.8EjriGQU5V48I-7XglLJlZ,Bugatti Veyron SS is 1:16.8 AMG GT: 1:17.5. Your claim is invalid.,Bugatti Veyron SS is 1168 AMG GT 1175 Your claim is invalid,1
2049,UghF_zrZhYd20ngCoAEC.8EjriGQU5V48HERWWs_f9v,+Ian Findlay maybe that's coz it's not a production car? idk,Ian Findlay maybe thats coz its not a production car idk,1
2050,UghF_zrZhYd20ngCoAEC.8EjriGQU5V48G3NeV9WuJ6,And I don't see your AMG anywhere on the leader board.,And I dont see your AMG anywhere on the leader board,1
2051,UghF_zrZhYd20ngCoAEC.8EjriGQU5V48G3NMHOdPSL,"You're behind the times, buddy. The Super Sport clocked 1:16.8",Youre behind the times buddy The Super Sport clocked 1168,5
2052,UgwBO7g6KidSSLLvBCt4AaABAg,The begin of The vid tune is “my Mother told me” from Vikings,The begin of The vid tune is “my Mother told me” from Vikings,4
2053,Ugwqk0pL885pvAa3bGR4AaABAg,3:12 🚀🚀,312 🚀🚀,3
2054,Ugz82shwBcmUFzki72R4AaABAg,at 4:04 ...world of warcraft music kicks in,at 404 world of warcraft music kicks in,1
2055,UgxinRZ6tQlulG6HizR4AaABAg,Damn him,Damn him,1
2056,UggKmdVjBw37uXgCoAEC,"one of the few places you can max a Bugatti? Bitch, please have you ever been to the American West, we have 20+ mile straight stretch's",one of the few places you can max a Bugatti Bitch please have you ever been to the American West we have 20 mile straight stretchs,5
2057,UggKmdVjBw37uXgCoAEC.851Db3qwmjM8a0qpmc5euK,"Grant Jones Yes, but you can only do 55 to 65 on them!! 😂🤣",Grant Jones Yes but you can only do 55 to 65 on them 😂🤣,3
2058,UggKmdVjBw37uXgCoAEC.851Db3qwmjM8X1az8wA6Wr,Thats why he said one of the few places and not the only place.,Thats why he said one of the few places and not the only place,3
2059,UggKmdVjBw37uXgCoAEC.851Db3qwmjM8BiqSp3D1-5,"+Grant Jones i dont think some american outback road can be used for travel over 420 km/h.
Even the slightest pothole will kill you, i bet the road isnt sand free .","Grant Jones i dont think some american outback road can be used for travel over 420 kmh
Even the slightest pothole will kill you i bet the road isnt sand free ",2
2060,UggKmdVjBw37uXgCoAEC.851Db3qwmjM888i8K5sSDG,"+Grant Jones  He said ""one of the few places"". He didn't said that it's the only place. Please think before comment!",Grant Jones  He said one of the few places He didnt said that its the only place Please think before comment,3
2061,UggKmdVjBw37uXgCoAEC.851Db3qwmjM7-p05c_-rNe,"+Grant Jones At those speeds, one small little bump is enough to have a fatal crash. The road might be mostly fine, but it would need at least 6 miles of perfect road without any damage.",Grant Jones At those speeds one small little bump is enough to have a fatal crash The road might be mostly fine but it would need at least 6 miles of perfect road without any damage,3
2062,UggKmdVjBw37uXgCoAEC.851Db3qwmjM7-Y9G3TTuea,"Highway 20 between bend and burns is a great place to drive fast, so remote cops don't bother and fences along the road so no animal danger, repaved 3 years ago, longest straight is 30 miles about",Highway 20 between bend and burns is a great place to drive fast so remote cops dont bother and fences along the road so no animal danger repaved 3 years ago longest straight is 30 miles about,5
2063,UggKmdVjBw37uXgCoAEC.851Db3qwmjM7-SaehS5pmI,+Grant Jones Are you serious dude? Which highway are we talking about here?,Grant Jones Are you serious dude Which highway are we talking about here,1
2064,UggKmdVjBw37uXgCoAEC.851Db3qwmjM7-NJ_jAythW,Any speed traps or patrols?,Any speed traps or patrols,5
2065,UggKmdVjBw37uXgCoAEC.851Db3qwmjM7-ILKunC6bl,Really good accually,Really good accually,5
2066,UggKmdVjBw37uXgCoAEC.851Db3qwmjM7-Hn2CwbCjK,But how good a quality are those roads?,But how good a quality are those roads,4
2067,Ugy16LAJxbkfrtyBDut4AaABAg,The music in the beginning is actually taken from theintro of the Viking series,The music in the beginning is actually taken from theintro of the Viking series,3
2068,Ugxvw4YVkPoLHMcfFXd4AaABAg,I have one! In forza,I have one In forza,5
2069,UgxAuIJwgDrKh7HhXJZ4AaABAg,"Might go 420, tho still ugly as hell.",Might go 420 tho still ugly as hell,1
2070,UgxUdA12EwXN_sssUAh4AaABAg,this was destroyed by the atom,this was destroyed by the atom,1
2071,UggjIF2C2GA76ngCoAEC,Does it take that long to go to that speed? Venom gt & koenigsegg will demolish bugatti..,Does it take that long to go to that speed Venom gt  koenigsegg will demolish bugatti,4
2072,UggjIF2C2GA76ngCoAEC.819VBbBCRuP8glWs6ZbKbw,"Actually if you watch the video from Bugatti the veyron ss reached 432 kmh 268, Hennessy venom gt reached 435 kmh 270 mph, Koenigsegg agera r reached 420 kmh 260 mph it had a theoretical top speed of 273 mph never made it but he agera RS beat that by a long shot reaching 284 mph but average a top speed of 277 mph and it kept at 277 mph making it the fastest hypercar in the world for now",Actually if you watch the video from Bugatti the veyron ss reached 432 kmh 268 Hennessy venom gt reached 435 kmh 270 mph Koenigsegg agera r reached 420 kmh 260 mph it had a theoretical top speed of 273 mph never made it but he agera RS beat that by a long shot reaching 284 mph but average a top speed of 277 mph and it kept at 277 mph making it the fastest hypercar in the world for now,5
2073,UggjIF2C2GA76ngCoAEC.819VBbBCRuP89V5zJ7_HG_,That's not completely tru,Thats not completely tru,3
2074,UggjIF2C2GA76ngCoAEC.819VBbBCRuP70_0nP2k49W,Mmhm.,Mmhm,3
2075,UggjIF2C2GA76ngCoAEC.819VBbBCRuP70_-u0jhTwB,"@DoughBoy 69 Both Venom GT (a glorified kit car) and Koenigsegg are lightweight built compared to the Veyron, a high speed luxury hypercar. Venom GT is basically a heavily modified Lotus Exige based on the 330RR blueprint not worth to mention in the same vein of production car having to adhere to mandated government standard. Koenigsegg Agera and its variant One:1 are a very limited produced cars the specification varies due to its customer input, need E85 and E100 to get full performance input.

Above 260 mph, the difference by 2 mph is so negligible due to air resistance. One thing that is certain as showing on this video, the Veyron is much stable at those speed for ordinary driver. Try doing with other cars."," 69 Both Venom GT a glorified kit car and Koenigsegg are lightweight built compared to the Veyron a high speed luxury hypercar Venom GT is basically a heavily modified Lotus Exige based on the 330RR blueprint not worth to mention in the same vein of production car having to adhere to mandated government standard Koenigsegg Agera and its variant One1 are a very limited produced cars the specification varies due to its customer input need E85 and E100 to get full performance input

Above 260 mph the difference by 2 mph is so negligible due to air resistance One thing that is certain as showing on this video the Veyron is much stable at those speed for ordinary driver Try doing with other cars",3
2076,UggjIF2C2GA76ngCoAEC.819VBbBCRuP70FbQw1aqYr,"@DoughBoy 69 
Bugatti Veyron SS: 267.8 mph
Henessy Venom GT: 270 mph"," 69 
Bugatti Veyron SS 2678 mph
Henessy Venom GT 270 mph",5
2077,UggjIF2C2GA76ngCoAEC.819VBbBCRuP70Fa9TU73si,What do you mean By 2 miles per hour?,What do you mean By 2 miles per hour,5
2078,UggjIF2C2GA76ngCoAEC.819VBbBCRuP70FZJPxIXOs,@DoughBoy 69 By 2 mph., 69 By 2 mph,5
2079,UggjIF2C2GA76ngCoAEC.819VBbBCRuP70A4UVNjfHc,"Bugatti veyron is faster than Hennesey venom gt?

Are you drinking? Bugatti will get pwned by Venom gt..","Bugatti veyron is faster than Hennesey venom gt

Are you drinking Bugatti will get pwned by Venom gt",5
2080,UggjIF2C2GA76ngCoAEC.819VBbBCRuP70A36826uxE,No Bugatti faster then the venom gt and the konisagg,No Bugatti faster then the venom gt and the konisagg,3
2081,UgyE9cry3nYUIDzbtPF4AaABAg,I can't wait to see Tesla model S Plaid to beat that Bugatti record,I cant wait to see Tesla model S Plaid to beat that Bugatti record,1
2082,UgyE9cry3nYUIDzbtPF4AaABAg.9PL9qJzuwC-9P_VQHfjeVb,lmao tesla fanboy,lmao tesla fanboy,5
2083,UgyE9cry3nYUIDzbtPF4AaABAg.9PL9qJzuwC-9PO7uJpyJtj,That has a top speed of 199 mph…,That has a top speed of 199 mph…,5
2084,UgxxTlYtQaQ9qabkn3d4AaABAg,This car hates drifting.,This car hates drifting,1
2085,UgzFN3V9ZGfeTZkISkt4AaABAg,Did anyone ever take Bugatti to 500 km / h speed?  Is it possible?,Did anyone ever take Bugatti to 500 km  h speed  Is it possible,5
2086,UgzFN3V9ZGfeTZkISkt4AaABAg.9_giUsx1Sa09bRuklS677s,@ThinkAbout oh., oh,5
