,id,content
348,UgxcgUfaXGxKPao9iwF4AaABAg,Fantastic video.. Soon much emotion in this.. Porsche the best brand car of the world.. A dream
349,UgySTUCSlyLID2BX9VF4AaABAg,Porsche is timeless. Perfection 😍
350,UgwxATLwiu5r1gzvyWh4AaABAg,"I just watched this with my 3-yo son (Porsche fan) and he was mesmerized. After the clip was done, he said... ""Can we watch this again, please?!"". So we did."
351,Ugzmod2r1CP9oeniK654AaABAg,Maravilloso
352,Ugzm0x1sOOGM7IZc7-d4AaABAg,amazing. porsche cares about the car enthusiast and classics.  We see that and appreciate it. From all the cars I've owned and driven Porsche is my favorite.
353,UgzcFLUx9_NW8IIP4K54AaABAg,Wirklich grandioses Video und nicht zu vergessen der 911! Spitzenklasse!
354,UgxW4K-9rRYX83K3i3B4AaABAg,The BEST production ever done by Porsche… thanks for this video!!!!!
355,UgyDy8JRkfvBzPUHNFB4AaABAg,Masterpiece. A heritage to admire.
356,UgxbmCtu5L44kQI7Shp4AaABAg,This beats any super bowl ad…bonus that this car is only available with a 7 spd manual😍
357,Ugw7iH-WWR4tiI_fcbZ4AaABAg,Great video awesome cars!
358,UgxAf81M-Ig5pd4wie14AaABAg,Love this! I saw them Filming right outside my house here in Beaulieu!
359,Ugxg6E-iEC019LkYJhl4AaABAg,What a gorgeous car and stunning film ! A shame that you’ll have to play the Porsche game at the dealer and they will try not to sell to new customers !
360,UgzL0idpkWibSvStdzd4AaABAg,im soooo in love with this car
361,Ugyh--TrxgEhzfDTYHV4AaABAg,"Omg Porsche just nailed it again 
Top of my shopping list"
362,UgyNbs1EELqaNM9BJU54AaABAg,"Where can i sell my soul to get this car? Oh, i mean, true masterpiece of automotive industry."
363,UgxVhKJHAgsNNzHQIOJ4AaABAg,I would settle for the 2.7 RS 😉
364,UgyqSayigWyVuEeeQxd4AaABAg,This has to be the prettiest and loveliest car presentation video I have ever seen. Goosebumps!
365,UgwbVmr_AWq2fCo99g54AaABAg,That was beautiful.  It really did make me want a Porsche.
366,UgxHpO-IGd4V9rqjGuR4AaABAg,That is a beautiful commercial video. I would love to see backstage / making of.
367,UgyMbNMJbkl-KnCowIJ4AaABAg,Brilliant writing and art direction. Congratulations to Marshall Ross at Cramer Krasselt to get it right in all details :)
368,UgypxMWoEcSpa3Wz5Rh4AaABAg,"I went on a Porsche club drive earlier this year on the back roads of Santa Barbara, CA. I was driving my 03 911. There were cars 10 years older and 15 years newer on the drive. Screaming down the country roads it didn’t matter - a Porsche was a Porsche. The old cars were driving with the newer cars. Everyone had a blast in whatever they were driving."
369,UgzFk1cadwd3Il80naV4AaABAg,"Wish I could buy one of these, looks amazing!"
370,Ugy0qU3qiuxAO8Sms8p4AaABAg,I can't stop watching this <3
371,Ugw7KGmn7ElsE6b4Rwp4AaABAg,"This video is awesome; problem is, I’m rather looking at the old one !"
372,Ugz9ZuC0do6gJqRc56Z4AaABAg,The vedio will be a classic beyond time.
373,Ugzc4JD-LzlDOlZnesx4AaABAg,It’s fantastic but I prefer the 997 sport classic! I love 997!! 😉🏝
374,UgwjxsrhW7T015jtenh4AaABAg,This made my day. Absolutely magnificent. 🫠
375,UgyDEF_HUbuQd1UzZPl4AaABAg,"Only Porsche could make this masterpiece, the BEST car manufacturer EVER"
376,UgwwTFCAphmdA1eM-j54AaABAg,This film really puts me in an instant good mood 😊
377,Ugy3-W0pyCrcYYS8UVB4AaABAg,damn now i want a classic 911
378,Ugwv_XS0fBlMbYQ5MAl4AaABAg,"Amazing , Amazing, Amazing 👏👏👏👏👏👏👏👏👏👏👏 Well done guys"
379,UgwKmBWqkqprigXjLc14AaABAg,"OMG its got 70~80s 911 aesthetics and manual?? Oh man do I love this car.
Btw this video itself is a masterpiece..."
380,UgycTWyLfkBf3nhnW4d4AaABAg,Hermoso 😍
381,UgyVAjK9d0MGP-Ny5jh4AaABAg,Omg absolutely classic and stunning beast!
382,UgwyVesStMdbJptjZxl4AaABAg,"Just have to say I'm still not a 100% warm with the 992 gen... For me the bumpers are a bit bulky and the growth of the car in general is just a little too much. Yet I love 'em anyway. 

I think the 997 SC is still my favourite."
383,UgygRXBnVbREqUgVu4d4AaABAg,"As an Alfista
i have to say that this is the best car advertisement i have seen!!! 🔝
Kudos Stuttgart!!! 👏🏻"
384,UgxnbJ3eIJzbFNxkK0p4AaABAg,"i cant imagine driving it,what an amazing tribute"
385,UgwUmmJFSqY3WbRPPOt4AaABAg,"Wow what a stunning video this is, the 60s era and modern one, the hairstyle, clothes, cars of 60's were amazing. This is real PORSCHE, Cayenne and Macan are just soul less boxes with no character."
386,UgyU5YAdwuesXISRdyV4AaABAg,"This is my dream car! Please keep one in reserve, when I'll be successful I'll buy this piece of happiness from you! 😇"
387,Ugx5wlG3lBxZA9aXeax4AaABAg,"Best short film I've seen in a while, bravo!"
388,UgzN3R9QlpK6L10Ixcx4AaABAg,La nostalgie quand elle nous tient 👍
389,Ugw-ZMefMzkGe5_CTyZ4AaABAg,So a 911 Turbo with a manual transmission and classic looks? Yes please!!! 🤩
390,Ugw-ZMefMzkGe5_CTyZ4AaABAg.9aLOAvogKeO9aLOhpsK02q,And rwd.
391,Ugz5vxwRJkhAWMnA6Nd4AaABAg,"That has to be the best stylish Porsche that Has been made, retro style and class but all the modern Technology the colours and the graphics are stunning"
392,UgyDR2ArE2Fxp9uOAVl4AaABAg,"it looks so new and old both as the same tome, good job."
393,Ugzt2IpqZJtAAuZJMXZ4AaABAg,just perfect - everything!
394,UgxZ_sX4cgKNyuieh-h4AaABAg,Amazing clip. Well done!
395,Ugy4w6DNg2qnxCSjmo94AaABAg,Wow what an film! As a filmmaker and 911 owner i dream to make a film like this one day. Stunning!!
396,UgyYHPXSlo3O6nsFnuh4AaABAg,"a legendary car, the iconic of 911"
397,UgzT4dJGpPOpvy32ByF4AaABAg,Bravo 👏🏻!!! Wish it was AWD!
398,UgxfrsXZyYuEaX6ZBRJ4AaABAg,"""Bravo!"" And James Bond not even in sight! What a beautiful '60s ,romp,made me miss those days ,great work EVERYBODY INVOLVED"
399,UgzYFGILz7SegevJNkd4AaABAg,"lovely,old design is overwhelming"
400,UgzvcUxTspkCrJub6B54AaABAg,Bellísimo!!! El compañero perfecto del 997 y 996 SC
401,UgxlytSr1WiOf0i7wCZ4AaABAg,"For a 70+ year couple, they are very well preserved. Must be owning a Porsche that keeps you young 😂. The interior is amazing, it's time car companies get rid of cheap plastic interiors, TV screens and bring metal, wood and proper analog dials again."
402,UgzVMYSJXF50I2jWhd14AaABAg,"Lovely car.  Of course, you won't be able to buy one unless you've already bought 5 cars from your local Porsche dealer in recent years, and you'll still have to pay $70k over MSRP for it."
403,Ugyh-K2lM4_6Eg-uEPl4AaABAg,I loved everything about this! Thank you for this beautiful ad (film?!).
404,Ugxrqe48SHE5dSewrSR4AaABAg,"Wonderful production. That said, it’s just another 911…."
405,UgwVpYcoqHU9LK2g2GN4AaABAg,Wonderful car that no one will be able to buy even if you have owned multiple Porsches. PAG needs to get dealer markups under control.
406,UgwSju5Ta75qIRTOgAl4AaABAg,What a beautiful film! What a beautiful car! What a beautiful life!!
407,Ugz7jsb1e4ebY8Mbrot4AaABAg,"The 1973 Carrera RS, must be the perfect trainer car."
408,UgyCfMcmuMm6FF9g-Hp4AaABAg,This fills me with joy. Way to go Porsche!
409,UgzvYqVMh4P9cx0wrBx4AaABAg,What a work of art.
410,UgyDukJnUKtjyFH6GkR4AaABAg,I've been waiting for this for years! Thank you Porsche
411,UgxfG8Iq0P8LnfJIyph4AaABAg,This thing will cost like 500.000€ in 2035. I am in love 😍
412,UgxZXXK26TQS3LTGBeB4AaABAg,Timeless beauty
413,UgzStvwIfp7E3iTcPjt4AaABAg,"Such a beautiful car, and the 911 Sport Classic isn't bad either.."
414,UgzdTT05tawzYT47TyJ4AaABAg,The markups on this car will be crazy high….Porsche sells dreams but the dealerships kill it
415,UgwHi8MkMNfw_nLy2kR4AaABAg,Imagine a GT3 touring sport classic edition 🤤
416,Ugwq_YbyIuHC3b2n9I14AaABAg,Supercar with manual transmission? Well that's unique!
417,UgyGE_EG7FsP8UCp17d4AaABAg,greater than every car brand in this goddamn world. Porsche ❤️
418,Ugy5g2L3ud44iYk2nxd4AaABAg,Timeless !
419,UgxLoAjWQitEq2i40y54AaABAg,Nostalgia sells especially a life like this couple had lead. I still will take the Classic though
420,Ugx1OwyokFGAQ2Dfykp4AaABAg,Love it!!!!
421,UgweRBvOci7mZR4t4Hd4AaABAg,"I wonder how a 912 would do in today’s market. The gorgeous Porsche looks, 4 cylinder, manual transmission and minimal (if any) options."
422,UgzZUOxVKWmi59gmQ8l4AaABAg,The 911 is the only car that can have a complete redesign and still look the same.
423,UgzsraZJnOcm14y7fyN4AaABAg,A masterpiece.
424,UgxQfunqGMNG88L7sUN4AaABAg,"A wonderful advertisement, show that to a large audience at once and watch everyone go silent and be enamored."
425,Ugwduf9Ig9FBq_62tIh4AaABAg,Stunning piece of kit.
426,Ugxq_q3IilGSfj9gKFR4AaABAg,The dream car….
427,Ugwspc9r9Z7GLmc1au94AaABAg,Ahh man I want one so bad. So far away from my reality.
428,UgxMyvHyGca8l3lDHvB4AaABAg,"I can't believe that I watched a full ad..a full but meaingful ad :D Thank you, Porsche!"
429,Ugykr4u-Uk1KfDqHNjF4AaABAg,"I really Love you, Porsche."
430,Ugy7s5piKNjfUERMjiN4AaABAg,Reminds me of a roadtrip in '85 with 3 of my friends in our 2 Golf GTIs MK 1 from Essen/Germany to the Côte d' Azur...
431,Ugy7s5piKNjfUERMjiN4AaABAg.9aQ5-Fr8okO9aRf8fa5TwS,@Jeroen van den Berg Klasse! Das sind doch tolle Erinnerungen.
432,Ugy7s5piKNjfUERMjiN4AaABAg.9aQ5-Fr8okO9aRaMeLSBFW,in 85  hatte ich auch ein GTI 1 und war auch in Süd Frankreich :-)
433,Ugx2pFMhKAqHUbZQhOl4AaABAg,"Bravo, absolutely bravo 👏"
434,UgyN8Yia8Pg5GLTJNYp4AaABAg,Man… what a film…what a car. Awsome film
435,Ugwqeh53Wp5THOOY83F4AaABAg,Que... lindo!
436,UgyFy9nhFlDHlhqP63J4AaABAg,"beautiful, but I still prefer the 2009 sport classic"
437,Ugxc5qv-PJknWf5dZdB4AaABAg,Bravoooo! Beautiful film for a beautiful car.
438,UgzWAVK5guzY1H1xBd94AaABAg,If it was really a sport classic it would be missing the glovebox and cup holders 🤣
439,UgzEIQHVnGVQRFD4fMR4AaABAg,Just amazing.
440,Ugz72P8mAIAsiTQu-uZ4AaABAg,Amazing 👏🏻
441,UgwVTTLpo4VuXRzCtc94AaABAg,My first love was in 1981 with a 911SC
442,UgxEAhnMP5ND-28Uj1B4AaABAg,"Very classy commercial for a gorgeous car, in tribute to a classic Porsche of the past.  If only.....you could be these things during the pandemic....and....they didn't cost as much as a house used to.  Let's be real; this car will be $150,000 + if you can find one.  It's targeted at the very rich."
443,UgyoVIItuJXNp0n7Y4d4AaABAg,"Perfect World:: this Video keeps rolling, music keeps beating, gearbox shifting, engine revving, waves crashing, people dancing, playing, laughing forever - Porsche!!!"
444,Ugw7wX99ByESrQcyCuV4AaABAg,"A beautiful car with beautiful people in a beautiful house in a perfect world...what a cliché!
The good thing with Porsche is that they make such good cars that eventually ""normal lucky few"" people can still afford one, second hand..."
445,UgybQtRzT5dqKDK_w6p4AaABAg,"I cant belive i have one. 
The 911 Sport Classic you can buy at Amazon for $35 dollar its nice to have one at your desk."
446,Ugy_pxE-KXOZoDee-gZ4AaABAg,"is that the road in 007's scene most iconic car chase, awesome 👍"
447,Ugy_pxE-KXOZoDee-gZ4AaABAg.9aMv77LuzlW9aNmPA7wAvy,It was that road. I produced it locally
448,Ugy_pxE-KXOZoDee-gZ4AaABAg.9aMv77LuzlW9aNkxVumZYq,The music and road evokes a vintage James Bond vibe. I half expected to see Sean Connery driving an DB 5.
449,UgyzppJZ3IyB0N-cT2t4AaABAg,QUANDO VÃO LANÇAR O CARRO DE 400KM/H
450,UgznWgs3ZEAOyBixkPF4AaABAg,Finally a car at its finest.
451,UgxqCnhEj0HG93gUEPh4AaABAg,That was incredible.
452,UgzjofQ9yh84ARKVqkN4AaABAg,"Where do I start?
He fills my soul with so much love.

Couldn't love Porsche anymore 😘😘"
453,Ugz2-IjmmyeFhNXZ_gl4AaABAg,Beautiful car
454,Ugw-1CXEQw3_Ij37c3x4AaABAg,"the new car is beautiful, but probably the 70's were a better time to enjoy it."
455,UgxY-43JmBZxX1C4gxB4AaABAg,All I can say is WOW !!! 🇺🇸🌴
456,Ugz0j-aBmL9fosEKhPh4AaABAg,this is amazing machine
457,UgwAD-p4UvcuYzurazh4AaABAg,Wow! Beautiful! With mechanical transmission?
458,Ugz1SZ7iNnutpE7rhqJ4AaABAg,"“You were a rich multimillionaire back then, you’re a rich multimillionaire now. Relive the past and add another Porsche to your collection.”"
459,Ugz1SZ7iNnutpE7rhqJ4AaABAg.9aLMbXCyPyr9aOr8XHekNI,....and to make those who do not yet have the means to be able to dream. Great advertising Porsche
460,Ugz1SZ7iNnutpE7rhqJ4AaABAg.9aLMbXCyPyr9aN5SiYy_-E,"You don’t have to be rich to own a Porsche. You have to be well educated, good looking and have a very attractive girlfriend. Maybe it’s her car and he’s riding her coattails. Anyways these commercials are geared to the demographic that had previously purchased a Porsche. I’m assuming they have a couple of other cars in the garage."
461,Ugz1SZ7iNnutpE7rhqJ4AaABAg.9aLMbXCyPyr9aLv59MPJhr,Get your $$$ 🆙
462,UgyD3xL38SMxhlYQfyF4AaABAg,This is an outrageously well made ad! Porsche is just THE sports car brand.
463,Ugz3Z_O2502UH6t-C7d4AaABAg,This is the life I want.
464,UgwwpWZd7Op-LukYJLh4AaABAg,"Possibly the greatest advertisement I’ve ever seen, it’s brilliant!!!"
465,UgyR2OM6n3QbnWCD9u54AaABAg,Beautiful!
466,Ugz_IFKnezyMnjTPT4B4AaABAg,Porsche the best
467,UgzcCQDa2qkBbfNtLEl4AaABAg,*_This cinematic should receive Oscar for DRIVING human emotion_*
468,UgwIFVxC2B9hrg1QCvt4AaABAg,"Magical. Stunning marketing showcase, hats off. The Sport Classic is pretty magnificent too...."
469,UgyugTAfwGPVPvP9F3N4AaABAg,Wonderful!!
470,Ugyfh-vTTbsN6dDdqMV4AaABAg,So cool amd iconic at the same time
471,Ugz_XW05oQEzDXJFc1R4AaABAg,"Here is what will happen. There will be one press car that has been beat on and enjoyed to the fullest. The rest will be bought by the super rich, driven for a few hundred miles and then sold for a profit within the first few months. Then after that they will remain in someone's collection for many many years barley being driven. 
I don't have a problem with them remaining in a collection, it's just the jerks that bought them 1st and sold them for a profit. That sucks."
472,UgwWCcUbC4hRF7CW3Zd4AaABAg,OMG you guys have given me a car to dream for one day... AGAIN
473,UgyaerSl9VN1TIWXUs54AaABAg,"That's a dream
The person we dream to live with 
 the place we dream to live in
The house we dream to live in
The car we dream to live with 
❤️❤️❤️"
474,UgxjGjHQDmoNkvGHP794AaABAg,"Beautiful film, beautiful car.
But I don’t fancy getting laughed at in a U.K. dealership when I ask to buy one"
475,UgxjGjHQDmoNkvGHP794AaABAg.9aXlU3xPw6P9aYYdkGT8AZ,"Same in North America. The cars get bought by a special group of previous customers, they enjoy them for a while and sell them for a good profit"
476,UgxusyG7NURuzW9itpx4AaABAg,just perfect!!
477,UgzbNFbs8-pdrljkNYp4AaABAg,Song: Shirley Bassey (Where Do I Begin) ❤‍🔥
478,UgxHIlE3rXcKnkTIvm14AaABAg,Timeless design and flim
479,Ugzrf6EeVXP-d3mUhU54AaABAg,Amazing 👏
480,UgyZZbS8rZDFK15aNFd4AaABAg,"Lindo, Lindo, Lindo  !!!!!"
481,Ugyd89WGAI_hlZ2t05J4AaABAg,One day I will have this car. I swear
482,UgwP1l232ZgU4Xuq5l94AaABAg,Bravo! Awesome video!!!
483,Ugy8OFlmB_tYrrNCcW94AaABAg,"so much effort and amazing ad, and it works....makes me work harder to buy one"
484,UgzZ5i9aII5dEAaDY6N4AaABAg,"Lovely bit of editing and filmmaking, but are these people time travelers? There is no way anyone old enough to drive in the early 70s would look that young. The suspension of disbelief for fiction only goes so far!"
485,Ugx0cURJZNZ4a8z4iPJ4AaABAg,"Fabulous film. Loved it. One quibble though. That 30ish year old couple from ‘73 would be quite a bit older now than they are portrayed in the film. But hey, artistic license etc. 👍🏻👌🏻"
486,Ugxx-WMOFuQby8afAWR4AaABAg,Amazing👏🏼👍🏼
487,UgwYKoDKYBOGPX0Jvu54AaABAg,Poverty is a state of mind when I am looking at this beautiful masterpiece.
488,UgzItZ9zRoHzHZpbADl4AaABAg,CONGRATULATION PORSCHE!! IS GORGEOUS VÍDEO!! ..... THE BEST PORSCHES CARS.!!!
489,Ugz2yko-Fc7QfUXXWvx4AaABAg,Absolute gorgeous car. There is no car that can compare to a 911. Never disappointed by Porsche
490,UgwxPKFko03rFP9sz-h4AaABAg,I’ll sell my whole family for one of these.
491,UgzgzsEw_TXGBX7nXG54AaABAg,Can't wait to get mine :)
492,UgykvnX-A3M_tAu_0Qh4AaABAg,Every aspect of this clip is masterful.
493,UgzEA_HY6U9R-_mpnQd4AaABAg,❤🎬 Well Done!
494,UgxohKo6-xQ35ozqWjV4AaABAg,Classic lasts forever.
495,UgzNC6dCH8H0zNRHHSB4AaABAg,Just make more GT3s please. <3
496,UgwbOdJvTvKcJ5kSFI14AaABAg,Good old times…
497,Ugwo3_ryNuhg6-uNLLR4AaABAg,"Congratulations 👏 
Very nice 👌 video 
Porsche amazing 👏!!"
498,Ugx_YOyrQiDV0eS7v3V4AaABAg,"This is a good Porsche driving song. So for those wanting to play it, here you go: (where do I begin) Love story by Shirley Bassey"
499,UgyRmJmnChPSbpSz6nV4AaABAg,Classic!!!
500,Ugz7CLcWJfc-OE-Htid4AaABAg,Masterpiece.
501,UgyVsC4VMQdq5tQuXBN4AaABAg,vintage forever !
502,UgwA7wFBIfprsiscZCJ4AaABAg,Beautiful car
503,UgwWZWVTw5yoY3pX1hp4AaABAg,Where is the filming location? It looks as beautiful as the car 🙈
504,UgzDDkI0nR0mJILrBCN4AaABAg,"Wow, this video is amazing!
From Brazil"
505,UgysHzROdPWXq1utEHR4AaABAg,Bravo! ausgezeichnet!
506,UgxYvJWHpbFRatwxnjJ4AaABAg,What a spot. Super bowl quality. The music. Great.
507,UgxQj5FiCLhYWX7Hr0R4AaABAg,Pure emotion.
508,UgwgiHB6la9GHhogAOF4AaABAg,"I for one, prefer the vintage look ; )"
509,Ugz-13Lxw_a7uo5kCdV4AaABAg,Bellissima ambientazione.Compliments!!
510,UgzsIbtSocf94m6XMWV4AaABAg,Amazing!!
511,Ugxjp7cXy6EctjuESBJ4AaABAg,My ultimate goal is to drive a 911💙
512,UgySba13__JuN9yeX7R4AaABAg,This video will get my father's mid life crisis motor running at 9000 rpm
513,UgwmUJK_13YFy0QnHUp4AaABAg,Stunning car. Wonderful ad.
514,UgyWJu5rCvnFGbZZ4ix4AaABAg,amazing company
515,UgyHGNpZH1V9Stsq2y94AaABAg,"ah yes the good old ""im rich, so was my father, so was his father and so was his, we pretty much didnt have to work for living for past 3 generations now"" car."
516,UgxmuzeM5r61mFgQGVh4AaABAg,Fantastic work
517,UgxAu5xd6u9bb1O2p0l4AaABAg,Masterpiece
518,UgxSO5VU9xpseYTDMuB4AaABAg,Not so classy and pretty like old one but still hot 🔥
519,UgzOyhMdde5jVRxNBod4AaABAg,Masterpiece
520,Ugw12Hve_eQFm5lX6Lt4AaABAg,Masterpiece
521,UgxH97LzZQOH9cT_K0l4AaABAg,I got those goosebumps everytime...
522,UgwCch3xCxoqfr1G9dF4AaABAg,MAGNIFICENT !!!!!
523,Ugy5YFyLxakhsPo9_GF4AaABAg,Love this short movie and car is awesome.
524,UgzGJRQv8O_lpzRfIVB4AaABAg,"Cool commercial
Although, I would like to see a true retro mod style classic, 
Not a modern 911 with old visual cues. Let's see a tasteful retro modern 911 body"
525,UgywsvvZNY_yfPtZOD94AaABAg,This is ART!!!
526,UgwR5G-WtWdz74DpX4Z4AaABAg,Excelente video.
527,UgxMi_aqFE7vjn2KeRV4AaABAg,"Thank you, I look forward to purchasing soon"
528,UgyDXw46GcZ9bb0GHOh4AaABAg,소름돋을 정도로 멋진 영상..하... 911.. 내가 반드시 소유하고 만다.
529,UgyDXw46GcZ9bb0GHOh4AaABAg.9aOo4BHULXg9aTLJ23OFhB,화이팅!!!
530,UgwTLh0omEC8zyEf9zh4AaABAg,fabulous ❤️
531,Ugz2IO42zaOCGU3REqx4AaABAg,i felt like watching a james bond trailer. whoever behind this certainly know what they're doing.
532,Ugz2IO42zaOCGU3REqx4AaABAg.9aW3x68ISd49aXe9JkeLGm,The woman singing the song has sung 3 James Bond theme songs
533,UgzoQ9ysc0ku9TY_Vt94AaABAg,"this is the best advertisement I've ever seen, it's almost art"
534,UgyghKQHeK-2A048z3Z4AaABAg,"The style 
the music
the mood 
the people 
the era 
THE CAR 
All P.e.r.f.e.c.t"
535,UgyPIQaHhffrFC2oe814AaABAg,"The world, cars, everything has gone to shite during the lifetime of this iconic motor unfortunately including the 911 since the 993."
536,Ugz-U1CKsbvGcHKF8Kd4AaABAg,Simply cool 😎
537,UgwEjy7kQg5DeZd12754AaABAg,"Beauty,  but  Sport classic  should be (IMO) powered by  4,0 N/A engine  from GT3  ;("
538,Ugw-tKuZz3F9b26VexB4AaABAg,"Great movie, great soundtrack. Bravo Porker!"
539,UgzQn3lAas8iIzFowhN4AaABAg,"The right wheels
The right car
The right hand shifts you into.....
The right 911"
540,UgyttlfTSpfhjbVFRop4AaABAg,What a beauty!
541,UgxUvFxj57mnH6YxLh54AaABAg,"makes me so sad to see ""remastered"" versions of legacy cars from great manufactures its like the final goodbye of the combustion engine vehicle"
542,Ugy7YVJNN_NMio4BsMh4AaABAg,beautiful 😍
543,UgySm1zDxGvO_1dNtjh4AaABAg,love ❤️❤️❤️❤️ this car omg
544,UgzB0mtJc61h67Zw70Z4AaABAg,Ein sehr schönes Auto! Ich hab aber noch ein paar Gedanken zu dem Video: 1. Es ist ganz wichtig das nur der Mann fährt! “Frau am Steuer ungeheuer” sagt man ja 2. Ich hab das Gefühl das die Zeit Achsen der Charaktere falsch sind. Der Alte Porsche der zusehen ist ist auf jeden Fall ein Modell irgendwann vor der Baureihe 993 (genauer kann ich es nicht sagen) und damit mal min. 30 alt. Entweder Porsche Fahrer:innen halten sich gut im Alter oder da stimmt was nicht. 3. In der Rückblende wirken die Charaktere eher so Mitte/Ende zwanzig fahren aber trotzdem schon Porsche. Ungewöhnlich irgendwie. Es suggeriert als hätten sie schon ihren ersten Porsche geerbt. Ich finde das klingt nach einer langweiligen Geschichte. Naja LG ans Team und alle Porsche Fahrer
545,UgxmY13arssWt7yP-mJ4AaABAg,I'm in love 🥰 😍 ❤️
546,UgwhFB1nSoURF6486eB4AaABAg,Superbe vidéo !
547,UgyiYwoODXae0nxLUZF4AaABAg,Beautiful.
548,UgzIJEI1sKhXYeySknd4AaABAg,Nicely done indeed.
549,UgzB8tnVwDHg-yyP9ZF4AaABAg,I loved every bit of this short movie.
550,Ugx3HNP3xKOkyvKokrJ4AaABAg,Wow Porsche you are capturing my heart as well as my soul its happening to me as we speak like a a story on film being written long time ago same passion alive and happening to me but not in a Porsche  in an ACURA Type S Chow!!! Don't worry I also have the GTS in the Garage for other occasions!!! Live with passion!!!
551,UgxMkeBqGYEDL_UM_6B4AaABAg,This ad is hands down better quality most movies out. I didn’t want it to end. Bravo!
552,UgxKkboFuXShrvezHuB4AaABAg,That ducktail was surely missed.  But Porsche just hits the spot. Kudos
553,UgyWk4_7YD8g5-UCkrN4AaABAg,Woooooooow congratulation at the whole terms great work ;)
554,UgzZusQFx6cOl4ZoO7F4AaABAg,This is the automotive equivalent of a cup of hot chocolate on a chilly but sunny Sunday morning in the south of France.
555,Ugy4q1zsoFUhKS5h2lt4AaABAg,So so beautiful!!!!!!
556,UgzGZZJulo61TrkWmbV4AaABAg,The greatest Ad of all time!
557,UgyJ-lKUYFcZrixQTYl4AaABAg,"I can't help but feel we have this car because Singer has shown them that while fashion comes and goes, style is forever"
558,UgzBlEHKqEj44as_o_N4AaABAg,🤩 911 Classic
559,UgwsrZQM3DWGRrOtM9l4AaABAg,"Oh man, what a dream."
560,Ugwl1RdCT1OmW2wmhmZ4AaABAg,"Very beautiful film! The only thing is that if the couple was in their 20’s in the 1960’s…. They couldn’t be in their 50’s now in 2022….apart  from that, great!"
561,UgzTDPwnGlep9tmXeFR4AaABAg,"A Big thank you for still offering a manual transmission! Thats why the Porsche customer base is pretty loyal, they offering what carguys want, listen to them and want to make them happy. Not like a supra or a lambo only to make more money."
562,UgyUtFT1sl4tCaE3-gZ4AaABAg,"Great car, great little movie. Porsche saves the german automotive heritage, love it."
563,Ugxx0ZTz8ogl94YmLCt4AaABAg,so freaking good
564,UgwU45mv9O0dmY1X07V4AaABAg,LOVE ❤️ 911
565,UgwnwSxhArtWxNih6XB4AaABAg,Hermoso y exquisito video .
566,Ugz4Xl5oTFBpU8UyMNp4AaABAg,"Oh great, another porsche you can't simply go in and buy. Thanks porsche"
567,UgzLTTtiaRXXPU-npQ14AaABAg,No words needed. Im in Love.
568,UgyppHj3nGNvanXMdRF4AaABAg,One interesting detail is that they used the lighweight variant of the Carrera RS.
569,UgywGqfftYCpKlehtdh4AaABAg,ese diseño me tiene enamorado desde que tengo conciencia
570,UgwRjG4VpTVLSQA9BHl4AaABAg,AMAZING!!! 💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗
571,UgySTP2SpQlEIjFUK794AaABAg,I am living their past now with a different model - 911 Turbo 991 but the same level of love
572,UgySUN2nv_adeWokd4p4AaABAg,Bring back the classic classic
573,UgzXRx1pTu0H8aHGt-V4AaABAg,this is beautiful
574,UgwuA138PVa8L0Io1oh4AaABAg,"Juste trois mots : merci, merci Porsche

just three words: thank you, thank you Porsche

nur drei Worte: danke, danke Porsche

solo tre parole: grazie, grazie Porsche"
575,UgygxX5FKMT13jkMTsx4AaABAg,"you’ve been working really hard, reward yourself with a Porsche"
576,UgwWXl0Ca5NfgLi_l3p4AaABAg,"I like the song does anybody knows it, also I love seeing that beautiful porsche❤"
577,Ugyt1sc3dNq0LrIJDTl4AaABAg,My dream car
578,UgzPRyTqIER5mT_KQL94AaABAg,…this is absolutely cachting me. WoW 😎
579,UgzQzgYHzltNY36jRV54AaABAg,"Oh buoy the gold plating on the new Sport Classic is just sooo sick✌🏿🙌🏿🙌🏿
Can somebody explain what's the meaning of ""FIN?"", written at the end❔"
580,UgzQzgYHzltNY36jRV54AaABAg.9abk0Tv8L1g9aekAB_jofM,It’s end in french!
581,UgxmN_ayi5xcpeT52bZ4AaABAg,"I'm so poor this short almost hurts BUT it's a great presentation of an even greater and iconic piece of art and history, someone could call it ""car"".
As soon as I'll become rich, I'll be one of your best and loyal customer!"
582,UgwbXulQJ5-XnMmfFGh4AaABAg,I love Porsche !
583,UgyIljMCyFDGhR5sWoh4AaABAg,my dream car
584,UgzfAcTLej4bjEDSzWJ4AaABAg,PORSCHE I LOVE YOU ❤️
585,Ugw3mbc4ZaWWDTLynMN4AaABAg,this brought a tear to my eye...
586,Ugy6n8c7he2sgHwmBiR4AaABAg,Beautiful.  Wait time: 4 years
587,UgwnjfJr8VmhGPhudcd4AaABAg,"Gorgeous car and superb ad. Kudos Porsche.

But what about that « Fin? » in the end? More to come? :^)"
588,UgyD98StgLhCZL6qUeZ4AaABAg,Very evocative presentation.
589,UgyZPKqogZWfCbyKPxh4AaABAg,just wondering when will i be able to afford one these!?
